cbsa,effectiveDate,geographicWageIndex,name,imputedFloorWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,size
13780,20211001,0.8261,"Binghamton, NY",,,,
13820,20211001,0.8136,"Birmingham-Hoover, AL",,,,
13900,20211001,0.8598,"Bismarck, ND",,,,
13980,20211001,0.8678,"Blacksburg-Christiansburg-Radford, VA",,,,
14010,20211001,0.9269,"Bloomington, IL",,,,
14020,20211001,0.9308,"Bloomington, IN",,,,
14100,20211001,0.9415,"Bloomsburg-Berwick, PA",,,,
14260,20211001,0.9202,"Boise City, ID",,,,
14454,20211001,1.2001,"Boston, MA",,,,
14500,20211001,1.0471,"Boulder, CO",,,,
14540,20211001,0.8622,"Bowling Green, KY",,,,
14740,20211001,1.1455,"Bremerton-Silverdale, WA",,,,
14860,20211001,1.2008,"Bridgeport-Stamford-Norwalk, CT",,,,
15180,20211001,0.8319,"Brownsville-Harlingen, TX",,,,
15260,20211001,0.7767,"Brunswick, GA",,,,
15380,20211001,1.0462,"Buffalo-Cheektowaga-Niagara Falls, NY",,,,
15500,20211001,0.8689,"Burlington, NC",,,,
15540,20211001,0.9564,"Burlington-South Burlington, VT",,,,
15680,20211001,0.8764,"California-Lexington Park, MD",,,,
15764,20211001,1.0853,"Cambridge-Newton-Framingham, MA",,,,
15804,20211001,1.0696,"Camden, NJ",,,,
15940,20211001,0.7999,"Canton-Massillon, OH",,,,
15980,20211001,0.9226,"Cape Coral-Fort Myers, FL",,,,
16020,20211001,0.8282,"Cape Girardeau, MO-IL",,,,
16060,20211001,0.8179,"Carbondale-Marion, IL",,,,
16180,20211001,1.0159,"Carson City, NV",,,,
16220,20211001,0.9527,"Casper, WY",,,,
16300,20211001,0.8656,"Cedar Rapids, IA",,,,
16540,20211001,1.1058,"Chambersburg-Waynesboro, PA",,,,
16580,20211001,0.8680,"Champaign-Urbana, IL",,,,
16620,20211001,0.8212,"Charleston, WV",,,,
16700,20211001,0.9245,"Charleston-North Charleston, SC",,,,
16740,20211001,0.9493,"Charlotte-Concord-Gastonia, NC-SC",,,,
16820,20211001,0.9327,"Charlottesville, VA",,,,
16860,20211001,0.8553,"Chattanooga, TN-GA",,,,
16940,20211001,0.8910,"Cheyenne, WY",,,,
16984,20211001,1.0372,"Chicago-Naperville-Evanston, IL",,,,
17020,20211001,1.1159,"Chico, CA",,,,
17140,20211001,0.9424,"Cincinnati, OH-KY-IN",,,,
17300,20211001,0.7399,"Clarksville, TN-KY",,,,
17420,20211001,0.7393,"Cleveland, TN",,,,
17460,20211001,0.8934,"Cleveland-Elyria, OH",,,,
17660,20211001,0.9162,"Coeur d'Alene, ID",,,,
17780,20211001,0.8349,"College Station-Bryan, TX",,,,
17820,20211001,0.9534,"Colorado Springs, CO",,,,
17860,20211001,0.8555,"Columbia, MO",,,,
17900,20211001,0.8624,"Columbia, SC",,,,
17980,20211001,0.7790,"Columbus, GA-AL",,,,
18020,20211001,1.0187,"Columbus, IN",,,,
18140,20211001,0.9469,"Columbus, OH",,,,
18580,20211001,0.9458,"Corpus Christi, TX",,,,
18700,20211001,1.0875,"Corvallis, OR",,,,
18880,20211001,0.8887,"Crestview-Fort Walton Beach-Destin, FL",,,,
19060,20211001,0.9024,"Cumberland, MD-WV",,,,
19124,20211001,0.9699,"Dallas-Plano-Irving, TX",,,,
19140,20211001,0.9052,"Dalton, GA",,,,
19180,20211001,0.9407,"Danville, IL",,,,
19300,20211001,0.7238,"Daphne-Fairhope-Foley, AL",,,,
19340,20211001,0.8373,"Davenport-Moline-Rock Island, IA-IL",,,,
19430,20211001,0.9353,"Dayton-Kettering, OH",,,,
19460,20211001,0.6748,"Decatur, AL",,,,
19500,20211001,0.8353,"Decatur, IL",,,,
19660,20211001,0.8338,"Deltona-Daytona Beach-Ormond Beach, FL",,,,
19740,20211001,0.9942,"Denver-Aurora-Lakewood, CO",,,,
19780,20211001,0.8917,"Des Moines-West Des Moines, IA",,,,
19804,20211001,0.8929,"Detroit-Dearborn-Livonia, MI",,,,
20020,20211001,0.6853,"Dothan, AL",,,,
20100,20211001,1.0142,"Dover, DE",,,,
20220,20211001,0.8558,"Dubuque, IA",,,,
20260,20211001,0.9748,"Duluth, MN-WI",,,,
20500,20211001,0.9680,"Durham-Chapel Hill, NC",,,,
20700,20211001,0.8813,"East Stroudsburg, PA",,,,
20740,20211001,1.0486,"Eau Claire, WI",,,,
20940,20211001,0.9147,"El Centro, CA",,,,
20994,20211001,1.0232,"Elgin, IL",,,,
21060,20211001,0.7743,"Elizabethtown-Fort Knox, KY",,,,
21140,20211001,1.0095,"Elkhart-Goshen, IN",,,,
21300,20211001,0.9179,"Elmira, NY",,,,
21340,20211001,0.8055,"El Paso, TX",,,,
21420,20211001,0.8407,"Enid, OK",,,,
21500,20211001,0.7674,"Erie, PA",,,,
21660,20211001,1.1902,"Eugene, OR",,,,
21780,20211001,0.9308,"Evansville, IN-KY",,,,
21820,20211001,0.9718,"Fairbanks, AK",,,,
22020,20211001,0.7732,"Fargo, ND-MN",,,,
22140,20211001,0.9248,"Farmington, NM",,,,
22180,20211001,0.8502,"Fayetteville, NC",,,,
22220,20211001,0.8343,"Fayetteville-Springdale-Rogers, AR-MO",,,,
22380,20211001,1.0583,"Flagstaff, AZ",,,,
22420,20211001,1.0694,"Flint, MI",,,,
22500,20211001,0.7988,"Florence, SC",,,,
22520,20211001,0.6453,"Florence-Muscle Shoals, AL",,,,
22540,20211001,0.8386,"Fond du Lac, WI",,,,
22660,20211001,0.9914,"Fort Collins, CO",,,,
22744,20211001,0.9377,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",,,,
22900,20211001,0.7943,"Fort Smith, AR-OK",,,,
23060,20211001,0.9252,"Fort Wayne, IN",,,,
23104,20211001,0.9738,"Fort Worth-Arlington, TX",,,,
23224,20211001,0.9755,"Frederick-Gaithersburg-Rockville, MD",,,,
23420,20211001,1.0729,"Fresno, CA",,,,
23460,20211001,0.6954,"Gadsden, AL",,,,
23540,20211001,0.8914,"Gainesville, FL",,,,
23580,20211001,0.9400,"Gainesville, GA",,,,
23844,20211001,0.9304,"Gary, IN",,,,
23900,20211001,1.0477,"Gettysburg, PA",,,,
24020,20211001,0.7650,"Glens Falls, NY",,,,
24140,20211001,0.9473,"Goldsboro, NC",,,,
24220,20211001,0.8356,"Grand Forks, ND-MN",,,,
24260,20211001,0.9589,"Grand Island, NE",,,,
24300,20211001,0.9157,"Grand Junction, CO",,,,
24340,20211001,0.8942,"Grand Rapids-Kentwood, MI",,,,
24420,20211001,1.0509,"Grants Pass, OR",,,,
24500,20211001,0.8147,"Great Falls, MT",,,,
24540,20211001,0.8945,"Greeley, CO",,,,
24580,20211001,0.9276,"Green Bay, WI",,,,
24660,20211001,0.8949,"Greensboro-High Point, NC",,,,
24780,20211001,0.9033,"Greenville, NC",,,,
24860,20211001,0.8839,"Greenville-Anderson-Mauldin, SC",,,,
25020,20211001,0.4132,"Guayama, PR",,,,
25060,20211001,0.7423,"Gulfport-Biloxi, MS",,,,
25180,20211001,0.8678,"Hagerstown-Martinsburg, MD-WV",,,,
25220,20211001,0.8025,"Hammond, LA",,,,
25260,20211001,1.0531,"Hanford-Corcoran, CA",,,,
25420,20211001,0.9620,"Harrisburg-Carlisle, PA",,,,
25500,20211001,0.9377,"Harrisonburg, VA",,,,
25540,20211001,1.0924,"Hartford-West Hartford-East Hartford, CT",,,,
25620,20211001,0.7244,"Hattiesburg, MS",,,,
25860,20211001,0.8528,"Hickory-Lenoir-Morganton, NC",,,,
25940,20211001,0.8132,"Hilton Head Island-Bluffton-Beaufort, SC",,,,
25980,20211001,0.8539,"Hinesville, GA",,,,
26140,20211001,0.8618,"Homosassa Springs, FL",,,,
26300,20211001,0.8261,"Hot Springs, AR",,,,
26380,20211001,0.6868,"Houma-Thibodaux, LA",,,,
26420,20211001,0.9925,"Houston-The Woodlands-Sugar Land, TX",,,,
26580,20211001,0.8482,"Huntington-Ashland, WV-KY-OH",,,,
26620,20211001,0.8055,"Huntsville, AL",,,,
26820,20211001,0.8420,"Idaho Falls, ID",,,,
26900,20211001,0.9807,"Indianapolis-Carmel-Anderson, IN",,,,
26980,20211001,0.9480,"Iowa City, IA",,,,
27060,20211001,1.0862,"Ithaca, NY",,,,
27100,20211001,0.7724,"Jackson, MI",,,,
27140,20211001,0.8351,"Jackson, MS",,,,
27180,20211001,0.7337,"Jackson, TN",,,,
27260,20211001,0.8390,"Jacksonville, FL",,,,
27340,20211001,0.7717,"Jacksonville, NC",,,,
27500,20211001,0.9039,"Janesville-Beloit, WI",,,,
27620,20211001,0.8076,"Jefferson City, MO",,,,
27740,20211001,0.6963,"Johnson City, TN",,,,
27780,20211001,0.7635,"Johnstown, PA",,,,
27860,20211001,0.7999,"Jonesboro, AR",,,,
27900,20211001,0.7612,"Joplin, MO",,,,
27980,20211001,1.2272,"Kahului-Wailuku-Lahaina, HI",,,,
28020,20211001,0.9331,"Kalamazoo-Portage, MI",,,,
28100,20211001,0.8914,"Kankakee, IL",,,,
28140,20211001,0.9237,"Kansas City, MO-KS",,,,
28420,20211001,0.9897,"Kennewick-Richland, WA",,,,
28660,20211001,0.9282,"Killeen-Temple, TX",,,,
28700,20211001,0.6988,"Kingsport-Bristol-Bristol, TN-VA",,,,
28740,20211001,0.9708,"Kingston, NY",,,,
28940,20211001,0.7128,"Knoxville, TN",,,,
29020,20211001,0.9647,"Kokomo, IN",,,,
29100,20211001,0.9411,"La Crosse-Onalaska, WI-MN",,,,
29180,20211001,0.7741,"Lafayette, LA",,,,
29200,20211001,0.9991,"Lafayette-West Lafayette, IN",,,,
29340,20211001,0.7743,"Lake Charles, LA",,,,
29404,20211001,1.0047,"Lake County-Kenosha County, IL-WI",,,,
29420,20211001,0.9194,"Lake Havasu City-Kingman, AZ",,,,
29460,20211001,0.8014,"Lakeland-Winter Haven, FL",,,,
29540,20211001,0.9185,"Lancaster, PA",,,,
29620,20211001,0.9359,"Lansing-East Lansing, MI",,,,
29700,20211001,0.7767,"Laredo, TX",,,,
29740,20211001,0.9164,"Las Cruces, NM",,,,
29820,20211001,1.1733,"Las Vegas-Henderson-Paradise, NV",,,,
29940,20211001,0.8749,"Lawrence, KS",,,,
30020,20211001,0.6995,"Lawton, OK",,,,
30140,20211001,0.9731,"Lebanon, PA",,,,
30300,20211001,0.8635,"Lewiston, ID-WA",,,,
30340,20211001,0.8667,"Lewiston-Auburn, ME",,,,
30460,20211001,0.8755,"Lexington-Fayette, KY",,,,
30620,20211001,0.8291,"Lima, OH",,,,
30700,20211001,0.9903,"Lincoln, NE",,,,
30780,20211001,0.8220,"Little Rock-North Little Rock-Conway, AR",,,,
30860,20211001,0.9417,"Logan, UT-ID",,,,
30980,20211001,0.8618,"Longview, TX",,,,
31020,20211001,1.0954,"Longview, WA",,,,
31084,20211001,1.3046,"Los Angeles-Long Beach-Glendale, CA",,,,
31140,20211001,0.8695,"Louisville/Jefferson County, KY-IN",,,,
31180,20211001,0.8368,"Lubbock, TX",,,,
31340,20211001,0.8863,"Lynchburg, VA",,,,
31420,20211001,0.8869,"Macon-Bibb County, GA",,,,
31460,20211001,0.7650,"Madera, CA",,,,
31540,20211001,1.0294,"Madison, WI",,,,
31700,20211001,0.9538,"Manchester-Nashua, NH",,,,
31740,20211001,0.8538,"Manhattan, KS",,,,
31860,20211001,1.0473,"Mankato-North Mankato, MN",,,,
31900,20211001,0.8887,"Mansfield, OH",,,,
32420,20211001,0.3665,"Mayaguez, PR",,,,
32580,20211001,0.7855,"McAllen-Edinburg-Mission, TX",,,,
32780,20211001,1.0922,"Medford, OR",,,,
32820,20211001,0.8500,"Memphis, TN-MS-AR",,,,
32900,20211001,1.3349,"Merced, CA",,,,
33124,20211001,0.9415,"Miami-Miami Beach-Kendall, FL",,,,
33140,20211001,0.9344,"Michigan City-La Porte, IN",,,,
33220,20211001,0.8779,"Midland, MI",,,,
33260,20211001,0.8366,"Midland, TX",,,,
33340,20211001,0.9697,"Milwaukee-Waukesha-West Allis, WI",,,,
33460,20211001,1.0959,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,
33540,20211001,0.9265,"Missoula, MT",,,,
33660,20211001,0.7549,"Mobile, AL",,,,
33700,20211001,1.3467,"Modesto, CA",,,,
33740,20211001,0.7509,"Monroe, LA",,,,
33780,20211001,0.8710,"Monroe, MI",,,,
33860,20211001,0.7240,"Montgomery, AL",,,,
33874,20211001,0.9914,"Montgomery County-Bucks County-Chester County, PA",,,,
34060,20211001,0.7971,"Morgantown, WV",,,,
34100,20211001,0.6847,"Morristown, TN",,,,
34580,20211001,0.9918,"Mount Vernon-Anacortes, WA",,,,
34620,20211001,0.9761,"Muncie, IN",,,,
34740,20211001,0.8882,"Muskegon, MI",,,,
34820,20211001,0.8560,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",,,,
34900,20211001,1.5514,"Napa, CA",,,,
34940,20211001,0.8856,"Naples-Immokalee-Marco Island, FL",,,,
34980,20211001,0.8721,"Nashville-Davidson--Murfreesboro--Franklin, TN",,,,
35004,20211001,1.2844,"Nassau County-Suffolk County, NY",,,,
35084,20211001,1.0890,"Newark, NJ-PA",,,,
35100,20211001,0.8224,"New Bern, NC",,,,
35154,20211001,1.0578,"New Brunswick-Lakewood, NJ",,,,
35300,20211001,1.1389,"New Haven-Milford, CT",,,,
35380,20211001,0.8300,"New Orleans-Metairie, LA",,,,
35614,20211001,1.3388,"New York-Jersey City-White Plains, NY-NJ",,,,
35660,20211001,0.8259,"Niles-Benton Harbor, MI",,,,
35840,20211001,0.9319,"North Port-Sarasota-Bradenton, FL",,,,
35980,20211001,1.0954,"Norwich-New London, CT",,,,
36084,20211001,1.8181,"Oakland-Hayward-Berkeley, CA",,,,
36100,20211001,0.8734,"Ocala, FL",,,,
36140,20211001,1.0709,"Ocean City, NJ",,,,
36220,20211001,0.8773,"Odessa, TX",,,,
36260,20211001,0.9181,"Ogden-Clearfield, UT",,,,
36420,20211001,0.8783,"Oklahoma City, OK",,,,
36500,20211001,1.1490,"Olympia-Tumwater, WA",,,,
36540,20211001,0.9538,"Omaha-Council Bluffs, NE-IA",,,,
36740,20211001,0.9003,"Orlando-Kissimmee-Sanford, FL",,,,
36780,20211001,0.9473,"Oshkosh-Neenah, WI",,,,
36980,20211001,0.8446,"Owensboro, KY",,,,
37100,20211001,1.3884,"Oxnard-Thousand Oaks-Ventura, CA",,,,
37340,20211001,0.8921,"Palm Bay-Melbourne-Titusville, FL",,,,
37460,20211001,0.8932,"Panama City, FL",,,,
37620,20211001,0.7874,"Parkersburg-Vienna, WV",,,,
37860,20211001,0.8091,"Pensacola-Ferry Pass-Brent, FL",,,,
37900,20211001,0.8457,"Peoria, IL",,,,
37964,20211001,1.1073,"Philadelphia, PA",,,,
38060,20211001,0.9865,"Phoenix-Mesa-Scottsdale, AZ",,,,
38220,20211001,0.7728,"Pine Bluff, AR",,,,
38300,20211001,0.8347,"Pittsburgh, PA",,,,
38340,20211001,1.0406,"Pittsfield, MA",,,,
38540,20211001,0.8758,"Pocatello, ID",,,,
38660,20211001,0.3792,"Ponce, PR",,,,
38860,20211001,0.9847,"Portland-South Portland, ME",,,,
38900,20211001,1.2332,"Portland-Vancouver-Hillsboro, OR-WA",,,,
38940,20211001,0.8957,"Port St. Lucie, FL",,,,
39100,20211001,1.2319,"Poughkeepsie-Newburgh-Middletown, NY",,,,
39150,20211001,1.0028,"Prescott Valley-Prescott, AZ",,,,
39300,20211001,1.0262,"Providence-Warwick, RI-MA",,,,
39340,20211001,0.9553,"Provo-Orem, UT",,,,
39380,20211001,0.8027,"Pueblo, CO",,,,
39460,20211001,0.8457,"Punta Gorda, FL",,,,
39540,20211001,0.9510,"Racine, WI",,,,
39580,20211001,0.9448,"Raleigh, NC",,,,
39660,20211001,0.8592,"Rapid City, SD",,,,
39740,20211001,0.9942,"Reading, PA",,,,
39820,20211001,1.3932,"Redding, CA",,,,
39900,20211001,0.9400,"Reno, NV",,,,
40060,20211001,0.9400,"Richmond, VA",,,,
40140,20211001,1.2276,"Riverside-San Bernardino-Ontario, CA",,,,
40220,20211001,0.8515,"Roanoke, VA",,,,
40340,20211001,1.0615,"Rochester, MN",,,,
40380,20211001,0.8985,"Rochester, NY",,,,
40420,20211001,0.9901,"Rockford, IL",,,,
40484,20211001,1.0359,"Rockingham County-Strafford County, NH",,,,
40580,20211001,0.8431,"Rocky Mount, NC",,,,
40660,20211001,0.8732,"Rome, GA",,,,
40900,20211001,1.7072,"Sacramento--Roseville--Arden-Arcade, CA",,,,
40980,20211001,0.8788,"Saginaw, MI",,,,
41060,20211001,0.9153,"St. Cloud, MN",,,,
41100,20211001,0.9736,"St. George, UT",,,,
41140,20211001,0.9321,"St. Joseph, MO-KS",,,,
41180,20211001,0.9583,"St. Louis, MO-IL",,,,
41420,20211001,1.1477,"Salem, OR",,,,
41500,20211001,1.7999,"Salinas, CA",,,,
41540,20211001,0.9220,"Salisbury, MD-DE",,,,
41620,20211001,0.9757,"Salt Lake City, UT",,,,
41660,20211001,0.8035,"San Angelo, TX",,,,
41700,20211001,0.8461,"San Antonio-New Braunfels, TX",,,,
41740,20211001,1.2805,"San Diego-Carlsbad, CA",,,,
41884,20211001,1.8448,"San Francisco-Redwood City-South San Francisco, CA",,,,
41900,20211001,0.4224,"San German, PR",,,,
41940,20211001,1.9024,"San Jose-Sunnyvale-Santa Clara, CA",,,,
41980,20211001,0.3949,"San Juan-Carolina-Caguas, PR",,,,
42020,20211001,1.3704,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",,,,
42034,20211001,1.8302,"San Rafael, CA",,,,
42100,20211001,1.8719,"Santa Cruz-Watsonville, CA",,,,
42140,20211001,1.0015,"Santa Fe, NM",,,,
42200,20211001,1.4690,"Santa Maria-Santa Barbara, CA",,,,
42220,20211001,1.7352,"Santa Rosa, CA",,,,
42340,20211001,0.8334,"Savannah, GA",,,,
42540,20211001,0.8523,"Scranton--Wilkes-Barre--Hazleton, PA",,,,
42644,20211001,1.1851,"Seattle-Bellevue-Everett, WA",,,,
42680,20211001,0.7902,"Sebastian-Vero Beach, FL",,,,
42700,20211001,0.8224,"Sebring, FL",,,,
43100,20211001,0.9394,"Sheboygan, WI",,,,
43300,20211001,0.8461,"Sherman-Denison, TX",,,,
43340,20211001,0.8093,"Shreveport-Bossier City, LA",,,,
43420,20211001,0.7934,"Sierra Vista-Douglas, AZ",,,,
43580,20211001,0.8399,"Sioux City, IA-NE-SD",,,,
43620,20211001,0.8072,"Sioux Falls, SD",,,,
43780,20211001,0.9905,"South Bend-Mishawaka, IN-MI",,,,
43900,20211001,0.8736,"Spartanburg, SC",,,,
44060,20211001,1.0976,"Spokane-Spokane Valley, WA",,,,
44100,20211001,0.9136,"Springfield, IL",,,,
44140,20211001,0.9450,"Springfield, MA",,,,
44180,20211001,0.7640,"Springfield, MO",,,,
44220,20211001,0.8667,"Springfield, OH",,,,
44300,20211001,1.0643,"State College, PA",,,,
44420,20211001,0.9641,"Staunton-Waynesboro, VA",,,,
44700,20211001,1.5316,"Stockton-Lodi, CA",,,,
44940,20211001,0.7171,"Sumter, SC",,,,
45060,20211001,1.0181,"Syracuse, NY",,,,
45104,20211001,1.1563,"Tacoma-Lakewood, WA",,,,
45220,20211001,0.8222,"Tallahassee, FL",,,,
45300,20211001,0.8826,"Tampa-St. Petersburg-Clearwater, FL",,,,
45460,20211001,0.8779,"Terre Haute, IN",,,,
45500,20211001,0.8381,"Texarkana, TX-AR",,,,
45540,20211001,0.7936,"The Villages, FL",,,,
45780,20211001,0.8446,"Toledo, OH",,,,
45820,20211001,0.8257,"Topeka, KS",,,,
45940,20211001,1.0198,"Trenton, NJ",,,,
46060,20211001,0.8411,"Tucson, AZ",,,,
46140,20211001,0.8338,"Tulsa, OK",,,,
46220,20211001,0.7405,"Tuscaloosa, AL",,,,
46300,20211001,0.8738,"Twin Falls, ID",,,,
46340,20211001,0.8416,"Tyler, TX",,,,
46520,20211001,1.2831,"Urban Honolulu, HI",,,,
46540,20211001,0.8947,"Utica-Rome, NY",,,,
46660,20211001,0.7588,"Valdosta, GA",,,,
46700,20211001,1.7960,"Vallejo-Fairfield, CA",,,,
47020,20211001,0.8564,"Victoria, TX",,,,
47220,20211001,1.0604,"Vineland-Bridgeton, NJ",,,,
47260,20211001,0.8908,"Virginia Beach-Norfolk-Newport News, VA-NC",,,,
47300,20211001,0.9557,"Visalia-Porterville, CA",,,,
47380,20211001,0.9153,"Waco, TX",,,,
47460,20211001,1.0600,"Walla Walla, WA",,,,
47580,20211001,0.7509,"Warner Robins, GA",,,,
47664,20211001,0.9101,"Warren-Troy-Farmington Hills, MI",,,,
47894,20211001,1.0202,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,
47940,20211001,0.7971,"Waterloo-Cedar Falls, IA",,,,
48060,20211001,0.9374,"Watertown-Fort Drum, NY",,,,
48140,20211001,0.8919,"Wausau-Weston, WI",,,,
48260,20211001,0.7429,"Weirton-Steubenville, WV-OH",,,,
48300,20211001,0.9495,"Wenatchee, WA",,,,
48424,20211001,0.8996,"West Palm Beach-Boca Raton-Delray Beach, FL",,,,
48540,20211001,0.6855,"Wheeling, WV-OH",,,,
48620,20211001,0.8437,"Wichita, KS",,,,
48660,20211001,0.8878,"Wichita Falls, TX",,,,
48700,20211001,0.8906,"Williamsport, PA",,,,
48864,20211001,1.0939,"Wilmington, DE-MD-NJ",,,,
48900,20211001,0.8859,"Wilmington, NC",,,,
49020,20211001,0.8979,"Winchester, VA-WV",,,,
49180,20211001,0.9190,"Winston-Salem, NC",,,,
49340,20211001,1.0905,"Worcester, MA-CT",,,,
49420,20211001,0.9192,"Yakima, WA",,,,
49500,20211001,0.3457,"Yauco, PR",,,,
49620,20211001,0.9497,"York-Hanover, PA",,,,
49660,20211001,0.7747,"Youngstown-Warren-Boardman, OH-PA",,,,
49700,20211001,1.3095,"Yuba City, CA",,,,
49740,20211001,0.9647,"Yuma, AZ",,,,
